species,n.ind,sp.name,gen.name,fam.name
Dypsis sp.,2,Dypsis,Dypsis,Arecaceae
Dypsis decaryi,4,Dypsis decaryi,Dypsis,Arecaceae
Dypsis cabadae,7,Dypsis cabadae,Dypsis,Arecaceae
Dypsis madagascariensis,13,Dypsis madagascariensis,Dypsis,Arecaceae
Dypsis lutescens,21,Dypsis lutescens,Dypsis,Arecaceae
Ecbolium linneanum,1,Ecbolium ligustrinum,Ecbolium,Acanthaceae
Ehretia tinifolia,1,Ehretia tinifolia,Ehretia,Boraginaceae
Elaeagnus triflora,1,Elaeagnus triflora,Elaeagnus,Elaeagnaceae
Elaeis oleifera,1,Elaeis oleifera,Elaeis,Arecaceae
Elaeis guineensis,7,Elaeis guineensis,Elaeis,Arecaceae
Elaeocarpus bifidus,1,Elaeocarpus bifidus,Elaeocarpus,Elaeocarpaceae
Elaeocarpus carolinensis,2,Elaeocarpus carolinensis,Elaeocarpus,Elaeocarpaceae
Elaeocarpus serratus,2,Elaeocarpus serratus,Elaeocarpus,Elaeocarpaceae
Elaeocarpus sphaericus,2,Elaeocarpus serratus,Elaeocarpus,Elaeocarpaceae
Elaeodendron orientale,7,Cassine orientalis,Cassine,Celastraceae
Elaphoglossum crassifolium,3,Elaphoglossum crassifolium,Elaphoglossum,Dryopteridaceae
Elaphoglossum crassicaule,5,Elaphoglossum crassicaule,Elaphoglossum,Dryopteridaceae
Eleocharis obtusa,45,Eleocharis obtusa,Eleocharis,Cyperaceae
Elephantorrhiza goetzii,2,Elephantorrhiza goetzei,Elephantorrhiza,Fabaceae
Elettariopsis sp.,4,Elettariopsis,Elettariopsis,Zingiberaceae
Embelia pacifica,20,Embelia pacifica,Embelia,Primulaceae
Encephalartos arenarius,1,Encephalartos arenarius,Encephalartos,Zamiaceae
Encephalartos barteri,1,Encephalartos barteri,Encephalartos,Zamiaceae
Encephalartos hildebrandtii,1,Encephalartos hildebrandtii,Encephalartos,Zamiaceae
Encephalartos horridus,1,Encephalartos horridus,Encephalartos,Zamiaceae
Encephalartos hybrid,1,Encephalartos,Encephalartos,Zamiaceae
Encephalartos inopinus,1,Encephalartos inopinus,Encephalartos,Zamiaceae
Encephalartos nubimontanus,1,Encephalartos nubimontanus,Encephalartos,Zamiaceae
Encephalartos paucidentatus,1,Encephalartos paucidentatus,Encephalartos,Zamiaceae
Encephalartos transvenosus,1,Encephalartos transvenosus,Encephalartos,Zamiaceae
Encephalartos dyerianus,2,Encephalartos dyerianus,Encephalartos,Zamiaceae
Encephalartos longifolius,2,Encephalartos longifolius,Encephalartos,Zamiaceae
Encephalartos middelburgensis,2,Encephalartos middelburgensis,Encephalartos,Zamiaceae
Encephalartos kisambo,3,Encephalartos kisambo,Encephalartos,Zamiaceae
Encephalartos ngoyanus,3,Encephalartos ngoyanus,Encephalartos,Zamiaceae
Encephalartos princeps,3,Encephalartos princeps,Encephalartos,Zamiaceae
Encephalartos laurentianus,4,Encephalartos laurentianus,Encephalartos,Zamiaceae
Encephalartos pterogonus,4,Encephalartos pterogonus,Encephalartos,Zamiaceae
Encephalartos lehmannii,5,Encephalartos lehmannii,Encephalartos,Zamiaceae
Encephalartos villosus,5,Encephalartos villosus,Encephalartos,Zamiaceae
Encephalartos whitelockii,5,Encephalartos whitelockii,Encephalartos,Zamiaceae
Encephalartos laevifolius,6,Encephalartos laevifolius,Encephalartos,Zamiaceae
Encephalartos sp.,6,Encephalartos,Encephalartos,Zamiaceae
Encephalartos trispinosus,6,Encephalartos trispinosus,Encephalartos,Zamiaceae
Encephalartos lebomboensis,7,Encephalartos lebomboensis,Encephalartos,Zamiaceae
Encephalartos natalensis,9,Encephalartos natalensis,Encephalartos,Zamiaceae
Encephalartos ituriensis,10,Encephalartos ituriensis,Encephalartos,Zamiaceae
Encephalartos ferox,13,Encephalartos ferox,Encephalartos,Zamiaceae
Encephalartos gratus,15,Encephalartos gratus,Encephalartos,Zamiaceae
Encephalartos altensteinii,21,Encephalartos altensteinii,Encephalartos,Zamiaceae
Encephalartos manikensis,27,Encephalartos manikensis,Encephalartos,Zamiaceae
Encyclia alata,1,Encyclia alata,Encyclia,Orchidaceae
Ensete lasiocarpum,1,Ensete lasiocarpum,Ensete,Musaceae
Entada phaseoloides,1,Entada phaseoloides,Entada,Fabaceae
Entandrophragma caudatum,3,Entandrophragma caudatum,Entandrophragma,Meliaceae
Enterolobium contortisiliquum,1,Enterolobium contortisiliquum,Enterolobium,Fabaceae
Epidendrum ciliare,1,Epidendrum ciliare,Epidendrum,Orchidaceae
Epidendrum hybrid,7,Epidendrum,Epidendrum,Orchidaceae
Epiphyllum sp.,1,Epiphyllum,Epiphyllum,Cactaceae
Epiphyllum hybrid,2,Epiphyllum,Epiphyllum,Cactaceae
Epipremnum pinnatum,1,Epipremnum pinnatum,Epipremnum,Araceae
Eragrostis elliotii,10,Eragrostis elliottii,Eragrostis,Poaceae
Eragrostis grandis,130,Eragrostis grandis,Eragrostis,Poaceae
Eragrostis variabilis,2030,Eragrostis variabilis,Eragrostis,Poaceae
Eranthemum pulchellum,4,Eranthemum pulchellum,Eranthemum,Acanthaceae
Erblichia odorata,1,Erblichia odorata,Erblichia,Passifloraceae
Eriobotrya japonica,1,Eriobotrya japonica,Eriobotrya,Rosaceae
Erioglossum edule,1,Erioglossum edule,Erioglossum,
Erithalis fruticosa,2,Erithalis fruticosa,Erithalis,Rubiaceae
Ernodea littoralis,1,Ernodea littoralis,Ernodea,Rubiaceae
Ervatamia obtusiuscula,1,Tabernaemontana pandacaqui,Tabernaemontana,Apocynaceae
Ervatamia orientalis,1,Tabernaemontana pandacaqui,Tabernaemontana,Apocynaceae
Erythrina herbacea subsp. nigrorosea,4,Erythrina herbacea subsp. nigrorosea,Erythrina,Fabaceae
Erythrina lanata subsp. occidentalis,5,Erythrina lanata subsp. occidentalis,Erythrina,Fabaceae
Erythrina corallodendron var. connata,1,Erythrina,Erythrina,Fabaceae
Erythrina corallodendron var. corallodendron,1,Erythrina corallodendron,Erythrina,Fabaceae
Erythrina variegata var. orientalis,1,Erythrina variegata,Erythrina,Fabaceae
Erythrina speciosa var. rosea,5,Erythrina,Erythrina,speciosa
Erythrina ×bidwillii,1,Erythrina xbidwillii,Erythrina,Fabaceae
Erythrina amazonica,1,Erythrina amazonica,Erythrina,Fabaceae
Erythrina berenices,1,Erythrina berenices,Erythrina,Fabaceae
Erythrina burttii,1,Erythrina burttii,Erythrina,Fabaceae
Erythrina cochleata,1,Erythrina cochleata,Erythrina,Fabaceae
Erythrina falcata,1,Erythrina falcata,Erythrina,Fabaceae
Erythrina greenwayi,1,Erythrina greenwayi,Erythrina,Fabaceae
Erythrina hondurensis,1,Erythrina hondurensis,Erythrina,Fabaceae
Erythrina megistophylla,1,Erythrina megistophylla,Erythrina,Fabaceae
Erythrina microcarpa,1,Erythrina microcarpa,Erythrina,Fabaceae
Erythrina mitis,1,Erythrina mitis,Erythrina,Fabaceae
Erythrina poeppigiana,1,Erythrina poeppigiana,Erythrina,Fabaceae
Erythrina sigmoidea,1,Erythrina sigmoidea,Erythrina,Fabaceae
Erythrina ×neillii,2,Erythrina xneillii,Erythrina,Fabaceae
Erythrina abyssinica,2,Erythrina abyssinica,Erythrina,Fabaceae
Erythrina arborescens,2,Erythrina arborescens,Erythrina,Fabaceae
Erythrina folkersii,2,Erythrina folkersii,Erythrina,Fabaceae
Erythrina gibbosa,2,Erythrina gibbosa,Erythrina,Fabaceae
Erythrina humeana,2,Erythrina humeana,Erythrina,Fabaceae
Erythrina lanceolata,2,Erythrina lanceolata,Erythrina,Fabaceae
Erythrina oliviae,2,Erythrina oliviae,Erythrina,Fabaceae
Erythrina rubrinervia,2,Erythrina rubrinervia,Erythrina,Fabaceae
Erythrina salviiflora,2,Erythrina salviiflora,Erythrina,Fabaceae
Erythrina sp.,2,Erythrina,Erythrina,Fabaceae
Erythrina suberosa,2,Erythrina suberosa,Erythrina,Fabaceae
Erythrina tahitensis,2,Erythrina tahitensis,Erythrina,Fabaceae
Erythrina velutina,2,Erythrina velutina,Erythrina,Fabaceae
Erythrina atitlanensis,3,Erythrina atitlanensis,Erythrina,Fabaceae
Erythrina crista-galli,3,Erythrina crista-galli,Erythrina,Fabaceae
Erythrina dominguezii,3,Erythrina dominguezii,Erythrina,Fabaceae
Erythrina guatemalensis,3,Erythrina guatemalensis,Erythrina,Fabaceae
Erythrina perrieri,3,Erythrina perrieri,Erythrina,Fabaceae
Erythrina smithiana,3,Erythrina smithiana,Erythrina,Fabaceae
Erythrina speciosa,3,Erythrina speciosa,Erythrina,Fabaceae
Erythrina americana,4,Erythrina americana,Erythrina,Fabaceae
Erythrina caffra,4,Erythrina caffra,Erythrina,Fabaceae
Erythrina globocalyx,4,Erythrina globocalyx,Erythrina,Fabaceae
Erythrina latissima,4,Erythrina latissima,Erythrina,Fabaceae
Erythrina livingstoniana,4,Erythrina livingstoniana,Erythrina,Fabaceae
Erythrina lysistemon,4,Erythrina lysistemon,Erythrina,Fabaceae
Erythrina pallida,4,Erythrina pallida,Erythrina,Fabaceae
Erythrina fusca,5,Erythrina fusca,Erythrina,Fabaceae
Erythrina eggersii,6,Erythrina eggersii,Erythrina,Fabaceae
Erythrina goldmanii,6,Erythrina goldmanii,Erythrina,Fabaceae
Erythrina berteroana,7,Erythrina berteroana,Erythrina,Fabaceae
Erythrina variegata,7,Erythrina variegata,Erythrina,Fabaceae
Erythrina ×sykesii,8,Erythrina xsykesii,Erythrina,Fabaceae
Erythrina hybrid,8,Erythrina,Erythrina,Fabaceae
Erythrina ×malottorum,23,Erythrina,Erythrina,Fabaceae
Erythrina sandwicensis,144,Erythrina sandwicensis,Erythrina,Fabaceae
Erythrochiton brasiliensis,1,Erythrochiton brasiliensis,Erythrochiton,Rutaceae
Erythrophleum suaveolens,4,Erythrophleum suaveolens,Erythrophleum,Fabaceae
Erythroxylum hondense,2,Erythroxylum hondense,Erythroxylum,Erythroxylaceae
Etlingera australasica,1,Etlingera australasica,Etlingera,Zingiberaceae
Etlingera hemisphaerica,1,Etlingera hemisphaerica,Etlingera,Zingiberaceae
Etlingera corrugata,2,Etlingera corrugata,Etlingera,Zingiberaceae
Etlingera corneri,6,Etlingera corneri,Etlingera,Zingiberaceae
Etlingera elatior,14,Etlingera elatior,Etlingera,Zingiberaceae
Eucalyptus deglupta,1,Eucalyptus deglupta,Eucalyptus,Myrtaceae
Eucomis pallidiflora subsp. pole-evansii,7,Eucomis pallidiflora subsp. pole-evansii,Eucomis,Asparagaceae
Eugenia coronata,1,Eugenia coronata,Eugenia,Myrtaceae
Eugenia kanakana,1,Eugenia kanakana,Eugenia,Myrtaceae
Eugenia luschnathiana,1,Eugenia luschnathiana,Eugenia,Myrtaceae
Eugenia subterminalis,1,Eugenia subterminalis,Eugenia,Myrtaceae
Eugenia stipitata,2,Eugenia stipitata,Eugenia,Myrtaceae
Eugenia palumbis,3,Eugenia palumbis,Eugenia,Myrtaceae
Eugenia uniflora,3,Eugenia uniflora,Eugenia,Myrtaceae
Eugenia brasiliensis,4,Eugenia brasiliensis,Eugenia,Myrtaceae
Eugenia reinwardtiana,6,Eugenia reinwardtiana,Eugenia,Myrtaceae
Eulophia sp.,4,Eulophia,Eulophia,Orchidaceae
Euodia hortensis,1,Euodia hortensis,Euodia,
Euonymus japonicus,1,Euonymus japonicus,Euonymus,Celastraceae
